CustomerID,FirstName,LastName,Email,AddressLine1,AddressLine2,City,State,Zip,FavoriteColor,FavoriteQuote,VehicleVIN,VehicleMake,VehicleModel,VehicleYear,VehicleColor,CurrentMonthlyPremiumCents
"3128543193232","James","Diaz","eKim@Skipstorm.org","9862 Charing Cross Parkway","","Calimesa","KS","3547361","Goldenrod","eum quo odio ea rerum ea quibusdam rerum harum maxime.","LZ5KK26EALPD0MFYE","Ram","3500","2021","Teal","28608"
"5588247547233","Carolyn","Knight","cGriffin@Photofeed.info","6800 Tennyson Crossing","","Culver City","CO","7589729","Turquoise","quisquam sunt quas saepe laboriosam vitae provident tempore ut.","G9XAZF0K3N66VDXJP","Ford","Focus","2020","Yellow","21848"
"4977033852234","Raymond","Peterson","5Gordon@Gabspot.info","2520 Anniversary Drive","","Woodland","OH","3996711","Purple","sed illo facilis quis omnis.","0JU7ZDCSDZ7BX2NZB","BMW","X5","2018","Turquoise","6905"
"3086151559235","Elizabeth","Mccoy","nWilliams@Browsetype.net","1531 Coolidge Hill","","Lake Elsinore","OR","8708107","Green","ducimus dolor natus labore aliquid autem.","HYG2N6CCFSRHN54WT","Lincoln","MKZ","1996","Green","11867"
"3070455403236","Mark","Ferguson","KeithMartinez@Skiba.com","7364 Holy Cross Center","","Nevada City","NY","7620368","Pink","illum deleniti error iste ea aspernatur.","82AJVC6TNUWVST5SR","Chrysler","300","2016","Indigo","20669"
"0833892559237","Arthur","Hansen","sit@Dynazzy.gov","7950 Barnett Court","","Santa Cruz","ID","3813921","Crimson","et quibusdam fugit illo ex!","TSFAAWWSZA5A1RDN1","Jeep","Compass","2000","Orange","15829"
"4546366427238","Russell","Reyes","RandyGeorge@Youtags.org","3949 Nova Alley","","Sierra Madre","IL","5368452","Aquamarine","ut fugiat consequuntur rerum eligendi quis accusamus.","YBCUZ529KZ7SLEF0B","Volkswagen","Golf","2002","Green","7069"
"9995907334239","Nicole","Ruiz","MargaretMorgan@Realbuzz.name","9866 Dapin Pass","","Fortuna","AZ","8827764","Crimson","tempore delectus fugit eaque est.","X8DATV5F69FUJNRLJ","Buick","Encore","1997","Maroon","10116"
"1519211120240","Judy","Garrett","1Hudson@Linkbuzz.name","7930 Columbus Way","","Union City","CO","1772891","Maroon","voluptatum ipsa nihil rerum qui omnis est in.","4D2SVAG9UU93FZWVA","Toyota","Tacoma","2019","Khaki","17835"
"8799031502241","Mary","Hernandez","AnnAnderson@Wordware.net","842 Nobel Junction","","Santa Ana","MD","4348642","Yellow","id sunt at fugit.","PLV85WS92L2C2PC82","Volvo","S60","1999","Green","32544"
"6553760735242","Eric","Stevens","BenjaminLawson@Yombu.net","4471 Prairie Rose Court","","Palo Alto","WV","4072284","Puce","magni iusto officiis est molestiae aspernatur optio magni optio sed!","M53TWDKCJY0FCS71C","Kia","Forte","2012","Maroon","19757"
"4119186606243","Norma","Barnes","oThomas@Yata.info","3859 Hayes Terrace","","Windsor","AL","1217245","Blue","vitae magnam est.","SFUW3WG47ESM33M8N","Toyota","Sequoia","2021","Indigo","9809"
"3607407690244","Cynthia","Stephens","nostrum_inventore@Aimbo.org","6254 Granby Crossing","","Hawthorne","TN","0683345","Fuscia","fugit sed facilis iusto id.","M1LD3RYPGMP2GXV0Z","Toyota","Corolla","1994","Khaki","17858"
"9999886277245","Timothy","Bailey","LauraPhillips@Zoozzy.name","2421 Springs Way","","Selma","OR","4116820","Green","alias id deleniti et sit et quia blanditiis.","DCW70UTLCX31ZA905","BMW","7 Series","2021","Teal","25590"
"3964001557246","Andrea","Gibson","quo@Lazzy.org","1372 Northport Avenue","","Thousand Oaks","MN","1331038","Mauv","commodi officiis est.","LH2Y3PBUUJ1U6ZDFU","Ford","Taurus","2007","Crimson","17691"
"1234519014247","Lori","Snyder","ducimus@Zoombox.net","5936 Thompson Crossing","","West Covina","AR","5811821","Purple","quas sit est.","8X8ZK7397KDW3ATW4","Chrysler","200","2016","Puce","15625"
"3271804764248","Samuel","Stanley","voluptate_architecto_numquam@Kimia.edu","5627 Leroy Crossing","","Monterey","SC","8924114","Green","dolorem quaerat nobis sint nemo laboriosam quo!","4KX0PDK2MUUL48NH9","Cadillac","XT4","2011","Turquoise","7256"
"4266534862249","Lois","Lynch","cupiditate_sunt_porro@Yamia.edu","6418 Thackeray Plaza","","Willows","LA","4950935","Crimson","nemo vero quidem autem.","CHLJDKF9GXG10E7SF","GMC","Canyon","2021","Purple","32102"
